"Speaker","Word","approximants","Begin_Time_s","End_Time_s","Duration_ms","F0_20","F0_50","F0_80","F1_20","F1_50","F1_80","F2_20","F2_50","F2_80","F3_20","F3_50","F3_80","appsequence","vocalic","POA","Education","Age","Gender","POB","Manner","approximants_only"
"Ogbomoso22","quest","w",13.9,13.9537891,53.78909628,154.988975,155.8456304,156.1577395,457.8195651,478.4384176,499.020926,1087.777817,1108.439373,1212.906976,2663.478882,2647.090211,2703.776942,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","quickly","w",15.58,15.61,30,174.2701645,175.699965,176.3568658,344.2141429,347.747872,347.6590132,1535.006437,1729.654711,1920.65952,2435.462297,2438.518049,2455.271069,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","quickly","l",15.88,15.92158957,41.58957237,185.8196932,187.1996436,181.7147517,327.4496465,309.0679586,320.7510795,1519.221156,1487.085289,1455.477026,2432.012482,2437.855025,2475.324768,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","bridge","r",19.84,19.87,30,174.7313754,178.4203485,181.1981615,333.1935836,342.0639051,330.9102495,1663.074302,1710.839462,1810.055497,2485.158721,2294.93861,2361.891635,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","lyrics","l",21.39,21.43979367,49.79366688,116.6020546,119.828193,119.8585824,293.6601846,321.5396252,317.7864383,1564.792269,1666.179277,1816.235545,2709.206869,2881.094229,2886.672088,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","lyrics","r",21.64550891,21.68,34.49108861,121.7285612,121.7840163,120.3425798,371.4348884,361.3484478,355.5669713,2031.56295,2096.928149,1944.522968,2897.053789,3424.315692,2646.429633,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","pew","j",27.29,27.33532385,45.32384868,177.7628224,181.8672116,184.9209759,296.6810526,311.9196791,354.5596855,2266.160557,2398.800283,2447.868548,2973.547672,3021.645187,3103.345818,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","muse","j",28.06,28.1,40,155.0601441,158.4547105,161.254933,458.0773253,483.2787789,484.458129,1407.650957,1376.99665,1332.376574,2374.541351,2262.326011,2252.969263,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","quails","w",31.10482778,31.15148686,46.65907895,163.4285773,163.6790496,163.4018103,382.0291067,395.985625,430.3688479,1000.282283,889.3139989,1087.686483,2698.2595,2766.305076,2766.198481,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","Queen","w",32.85,32.89637741,46.37741465,123.4346932,124.0162812,125.6231909,535.5449579,543.76652,511.9910474,722.5182624,621.4096516,814.7470499,2679.679261,2717.321815,2603.671117,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","Queen","w",35.42,35.47879769,58.79768759,181.0440358,187.8480691,192.63618,468.9216108,606.6245127,618.3461503,621.1518879,2707.508814,2666.358374,2693.202109,2758.195067,3154.955985,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","reads","r",36.23,36.286855,56.85499511,175.9794019,183.0439602,190.1752409,332.432643,328.662039,315.6322972,1461.375726,2118.557672,2241.563494,2481.241478,2724.292359,2713.771763,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","pew","j",39.26,39.30265674,42.65674098,185.2984168,186.6560333,187.3484283,298.8176172,315.8997264,326.7151108,2329.178346,2338.307496,2330.633527,2827.41655,2791.415741,2801.937645,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","swallows","w",39.71,39.75020654,40.20654033,162.7215509,162.5815803,164.3293403,367.123604,402.9597532,394.9073901,1330.19274,851.3893918,822.9846541,3046.409691,2902.66769,2931.287739,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","swallows","l",39.93,39.98,50,166.5876193,168.4212466,171.4740267,632.4588075,628.0435965,513.8505667,1287.011636,1335.067686,1246.344041,2860.440336,2858.28901,2797.388619,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","few","j",40.67,40.71879595,48.79595395,166.554845,168.2964419,169.8322313,577.2966907,666.686543,689.9401858,2128.284285,2309.53679,2533.58843,2937.99175,3106.723956,3154.67823,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","eulogy","j",42.85,42.89506965,45.06965461,173.5726602,175.5156488,178.9006114,357.5451754,346.5313916,355.3775165,2428.401005,2287.228085,2248.94963,2821.70444,2455.138889,2740.087013,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","eulogy","l",43.08097157,43.11257933,31.60776316,174.8762758,166.0378478,159.6232412,409.8277724,372.9459355,363.9668136,1516.458571,1425.024483,1502.991934,2696.391519,2705.458604,2716.40314,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","wing","w",45.87,45.94217917,72.17916941,154.6185599,154.8762923,150.5499981,533.1271299,497.709917,385.0715672,1715.16567,1976.203097,1766.419712,2615.215337,2763.983018,2680.974833,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","stew","j",49.18,49.22139067,41.39067023,201.0376139,204.2739208,206.4448126,349.2631321,356.1966103,367.2193629,2270.001509,2346.859213,2365.682041,3003.405966,3041.937556,2945.703236,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","resides","r",50.36,50.40470793,44.7079338,122.4630245,121.0143442,118.1292674,619.1348745,643.0909461,615.5760654,2349.458398,2582.104836,2366.842518,3088.810755,3470.383605,3355.272592,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","premises","r",51.81,51.84605867,36.05867085,158.2496442,159.8000573,161.0049192,477.0215478,487.1398586,492.2805223,1590.20657,1679.877124,1721.695198,2428.096035,2501.604194,2552.151084,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","terrestrial","r",53.39742391,53.45010351,52.67960526,134.1415582,133.9389109,141.9103818,402.5234721,446.3150363,442.2009084,1748.260252,1695.396832,1629.225325,2469.528202,2510.551132,2558.675055,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","somewhere","w",54.99,55.03915605,49.15604595,162.9113475,165.3687004,167.2409345,497.0645797,433.9685686,495.0766184,722.5027541,740.2946997,754.8245175,2708.37711,2574.502696,2435.54447,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","clockwise","l",56.1,56.17051766,70.51766113,166.7718644,170.5873346,172.1090604,470.2299064,524.2764145,520.1418373,978.1525464,995.9759207,968.5559579,2611.093179,2684.920279,2694.847295,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","clockwise","w",56.43,56.48593051,55.9305082,176.1360195,175.4404958,172.8032993,441.339821,510.1791884,622.9651125,775.4547646,879.3037144,1012.843572,2846.806033,2695.317708,2697.986378,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","runaway","r",57.11,57.21092484,100.924836,133.1242731,134.2176296,137.5616024,374.2004562,378.5565974,402.5248734,1211.568502,1233.957287,1250.053908,2653.191589,2377.237308,2559.227103,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","runaway","w",57.86,57.91,50,124.612975,123.8423705,123.4042802,353.1873465,357.8905784,381.585238,1340.514613,1139.026542,1294.576763,2979.854425,2498.111931,2385.499946,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","fellows","l",60.53,60.56,30,151.2860564,151.2970684,152.050592,374.3752011,405.0368872,431.275253,1587.250021,1595.610482,1585.306283,2795.122143,2769.838746,2770.858467,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","shallow","l",63.74,63.79308332,53.08332237,167.5218914,166.9109057,165.8834853,485.3274385,550.8808074,424.7940121,1223.264524,1145.480457,1148.260879,2762.505169,2814.880331,3046.732323,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","roof-like","r",64.24,64.29,50,143.3429621,149.1071123,157.7622326,363.4154919,352.1334025,316.5701486,1232.945684,1381.317433,1287.644473,2724.642181,2613.744852,2614.006389,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","roof-like","l",64.69,64.74619622,56.19621711,129.6599757,125.4640694,123.6493386,361.8327901,375.9155973,373.8487292,1436.173531,1365.392072,1331.613831,2767.702083,2964.151091,2957.655242,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","with","w",65.53,65.58,50,127.7980269,132.2466214,132.3279254,313.6539325,373.3421967,365.3094724,890.356001,1664.42921,2223.757716,2268.423732,2381.051396,2371.382522,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","narrow","r",66.62307194,66.66747332,44.40138158,175.1425017,175.5148192,176.8939089,649.6188772,641.0243393,613.9560697,1345.41346,1308.672478,1250.361843,2575.022682,2501.099216,2109.989715,"VrV","intervocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","window","w",67.4,67.46490337,64.90336907,141.3847044,143.7775088,146.8890114,425.3704458,440.4213992,463.7322326,1236.920875,1240.837729,1653.891006,2658.131337,2677.699179,2636.696791,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","from","r",71.27,71.3,30,135.2479159,134.5304291,134.6445512,525.6602473,552.7195101,573.7665152,1102.69528,1204.686397,1209.190049,2430.473626,2746.300467,2812.629071,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","rain","r",71.7,71.77405253,74.05253289,124.2633743,122.167819,121.811057,393.1478861,339.9350646,333.9137357,1513.79313,1460.88931,1569.514485,2574.999911,2133.416058,2006.059252,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","Newton","j",78.9,78.94597617,45.97616776,163.1594539,166.4362101,169.5465152,431.68439,415.6134652,386.3750277,2254.792993,2304.836687,2330.556101,2863.488538,2874.133453,2337.359261,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","was","w",85.81,85.88795851,77.95851151,133.617563,134.5146552,138.0295823,356.6458661,398.3998925,386.1673002,1894.904268,1930.624543,1030.132286,3395.629129,3110.324726,2859.000451,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","sparrow","r",88.39,88.42,30,173.5886884,174.0237195,173.6939697,633.4596758,619.8501493,575.1426576,1238.714509,1238.819549,1224.505891,2442.948794,2424.171741,2353.436819,"VrV","intervocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","write","r",91.27,91.33502174,65.02174342,150.0490425,154.5344235,163.5912017,378.1116728,440.6513776,513.1867618,1305.880776,1316.349169,1319.343964,2212.037748,2024.393809,2057.530389,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","history","r",92.28671735,92.31155202,24.83467105,128.434695,125.9068328,122.6969861,1632.221308,1452.299696,875.0824001,2386.078958,2243.992197,2198.128549,3761.319445,3192.793747,2715.596178,"VrV","intervocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","race","r",93.48,93.52,40,169.4159672,174.5200898,179.103139,367.65945,361.405102,369.0851714,2041.165899,1919.700163,1967.6125,2462.936386,2514.07017,2567.127491,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","everyone","r",94.25100234,94.29465115,43.64881579,163.7765831,165.1210654,165.0696257,396.7472477,359.1386959,353.8340514,2015.018741,1916.517524,1871.721591,2381.491984,2398.149019,2414.841763,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","everyone","w",94.35,94.40226806,52.26805921,153.9696956,150.3254967,152.6598929,438.7797095,443.1106295,335.7764985,1565.807787,1509.880411,1099.753328,2415.028925,2321.128501,2216.579299,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","follow","l",95.71,95.76434275,54.34274671,174.1633764,173.7651115,175.18019,454.4140786,455.1913226,484.9158847,1200.790074,1257.838477,1348.681337,2822.703816,2803.896626,2778.054612,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","Lord","l",96.57,96.6,30,141.9695415,147.9009715,151.5151311,408.4550512,383.2003821,416.8633288,1350.971306,1292.139483,1258.328916,2861.896774,2859.123322,2908.43176,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","break","r",97.73,97.76709694,37.09694079,166.6180284,169.3404539,171.6342835,358.3103252,353.2578928,375.8385899,1932.336849,2011.650726,2051.056452,2526.708159,2590.640736,2653.913649,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","fallow","l",99,99.04540464,45.40463567,152.561715,153.2039541,149.8896729,448.1094609,427.1486753,351.9389109,1102.556897,1209.589869,1201.281476,2796.035313,2754.788443,2666.313485,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","ground","r",99.39,99.42187103,31.87103494,140.2557206,139.8930169,139.9580453,447.0978496,486.387257,526.5247439,1007.34947,1056.242345,1082.745961,2472.640425,2481.002154,2499.353547,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","read","r",103.04,103.1118825,71.88248795,165.7938374,175.3290219,181.7796144,315.4279901,313.5020051,333.8141515,1963.43102,2095.038358,2251.706778,2439.527301,2683.351873,3073.760204,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","below","l",105.16,105.2123142,52.3141716,127.2314953,128.1301434,124.6407448,661.5037562,352.3299957,293.4374175,1227.711932,2243.509669,1516.671717,2479.443251,2996.345725,2505.357446,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","year","j",108.16,108.2202723,60.27231607,250.7382177,238.3681322,227.6661845,415.5723464,390.2136162,361.3726202,1458.502513,1651.059513,1641.594314,2538.960218,2558.818926,2561.91032,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","rain","r",110.85,110.9058694,55.86942071,131.7274968,130.9807465,132.6971768,378.3394187,355.5984893,399.4408657,1575.04752,1530.876575,1709.72959,3043.042424,2885.326508,3039.877965,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","race","r",112.25,112.3031104,53.11040114,128.0820321,132.0867761,138.1940422,374.967051,367.4172681,402.9909278,1774.473104,1635.227556,1295.028996,2800.145189,2659.098272,2400.738576,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","wrap","r",113.63,113.6933614,63.36141768,135.1832901,139.5157812,146.1573392,388.4157221,410.6795899,428.7493734,1497.018702,1381.720781,1324.494146,2580.322689,2639.557432,2300.201221,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","trade","r",115.07,115.1329111,62.91107068,191.9831552,204.5279993,215.2309342,398.2765879,419.2069548,437.6710018,1500.462878,1342.15426,1375.753608,2551.758528,2317.385121,2320.953322,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","sparrow","r",116.73,116.76,30,201.9118757,195.5544091,186.3355078,640.5093069,519.2634758,530.7318413,1279.61946,1284.059146,1284.803984,2171.873505,2414.35309,2508.620865,"VrV","intervocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","lyric","l",117.73,117.8189302,88.93019444,132.1818044,136.0503007,142.606074,285.900839,321.7710095,377.7959618,1581.203498,1555.601597,1825.136515,2678.991025,2969.08919,2881.067978,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","lyric","r",118.1079795,118.1350718,27.09236842,213.1217631,212.2683628,202.9787895,427.847212,398.6063855,393.8528383,2066.313601,2074.77902,2021.08864,2906.687287,2911.546543,2804.309654,"VrV","intervocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","bridge","r",119.27,119.3243638,54.36377479,207.3296282,218.7088995,222.5688047,381.6336979,421.8602058,420.6307164,1567.51302,1863.400029,2011.40327,2311.264887,2445.401008,2460.780795,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","terrestrial","r",120.6478536,120.681719,33.86546053,147.9463608,152.8584873,157.6124791,453.8116188,425.4664743,442.4603102,1668.773529,1689.1822,1682.882008,2246.408852,2223.536638,2298.860411,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","terrestrial","r",121.0256632,121.0655492,39.88598684,152.5867237,150.8542927,147.9506683,439.0121822,445.1100108,444.7281808,1975.869265,1949.174248,1826.186,2455.909657,2444.756167,2455.523412,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","wing","w",121.82,121.8992882,79.28817029,148.6019429,155.1996557,167.215534,508.9665324,448.0485598,504.3172203,2070.950186,1923.44329,1922.116921,2675.295169,2644.259544,2536.323912,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","way","w",123.15,123.2407693,90.76928547,143.0685394,156.0326683,170.1516405,426.5185075,418.59432,534.898968,1678.404951,1745.75536,1571.770649,3154.747304,2323.161159,2972.690337,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","why","w",124.4713129,124.5518374,80.52453947,138.461221,146.7192779,163.956435,443.2538867,517.0077578,520.3790332,1468.688985,1753.36187,795.5447416,2565.235083,2585.729653,2962.916357,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","awake","w",126,126.04,40,174.5726796,187.2936259,195.6404332,385.8671333,385.7745974,403.2346602,1257.22733,1706.437966,2238.462947,2525.733961,2454.393025,2484.119905,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","runway","r",126.96,127.0361677,76.16766447,135.0477662,142.9234695,150.8122885,318.9485028,401.4556117,325.8979733,1152.309802,1227.698257,1230.843096,2560.367787,2391.414703,2579.931503,"rV","prevocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","runway","w",127.465312,127.5307852,65.47322368,129.9841646,134.5321231,137.4306948,531.8756754,474.5292141,427.6875396,1191.111047,1060.524881,1203.751163,2313.575955,2872.656118,2908.581367,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","what","w",128.26,128.3592562,99.25616776,129.8487262,135.5688125,145.9693682,375.2979164,466.8677376,475.5216991,1153.29126,1536.005095,1264.14921,2866.835836,2773.049153,2146.572909,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","clockwise","l",129.68,129.7376315,57.63153783,164.0284207,173.8509483,182.2969298,491.6763532,513.3956781,516.1882262,898.9369346,909.0081472,933.3883499,2588.515316,2627.74521,2586.29198,"lV","prevocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","somewhere","w",131.36,131.4093205,49.32049342,143.7798927,139.9319828,138.2495114,374.1934039,425.0091184,417.7578108,2112.564653,2085.333072,2082.95525,2523.081603,2553.066995,2555.047586,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","newswire","j",132.3139294,132.3741347,60.20526316,161.1012991,169.7659932,179.3055398,420.7989304,427.6834561,424.1615117,1529.577925,2316.323442,2379.801022,2399.547547,2517.938482,2758.077069,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","newswire","w",133,133.0723093,72.30925987,139.7137015,140.5124031,139.8242921,311.0444985,306.8858208,329.5990906,1742.37557,1963.345409,2183.174217,3117.116617,2442.552891,2489.062748,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","when","w",134.3348993,134.3883314,53.43217105,126.9740977,129.5031923,138.7854747,456.6700034,485.7022413,474.1923619,1893.815577,1759.317999,1276.988618,2755.482134,2723.299975,1988.780376,"wV","prevocalic","bilabial","Degree","Young adult","male","south-west","glide","w"
"Ogbomoso22","you","j",135.45,135.5340202,84.02018915,132.3323175,139.5330252,166.1941913,806.7982332,657.0630687,1005.213155,2898.324277,2753.980109,2659.150824,3480.086993,3456.718952,3440.220571,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","year","j",136.6281973,136.6846397,56.44243421,144.6747747,148.8432904,150.5100032,295.1770578,321.9240841,323.2234116,2317.311297,2312.544935,2342.706136,3353.989678,3366.609313,3421.609052,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","young","j",137.8446272,137.9356877,91.06046053,129.8871589,138.6661818,154.7535956,336.5802855,313.3886276,310.4541699,1982.47747,2091.996886,2217.683727,2833.614188,2772.554306,2598.321842,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","europe","j",139.15,139.2059174,55.91743212,189.6471711,200.5893171,215.9658126,346.7704068,368.7839704,410.1789537,2379.170644,2382.477136,2351.995786,3113.211564,3101.117598,2916.832481,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","europe","r",139.3887909,139.4249141,36.12315789,173.2752517,169.6159765,160.6649729,350.7681205,359.2049912,410.7552746,1216.78387,1303.04754,1094.300574,2434.209136,2556.494262,2568.338843,"VrV","intervocalic","palatal","Degree","Young adult","male","south-west","liquid","r"
"Ogbomoso22","eulogy","j",140.41,140.4748332,64.8331887,177.9241821,185.9171207,198.7583325,348.22507,345.2154275,384.7357971,2391.399198,2335.121153,2241.661915,2837.214361,2720.341214,2669.812869,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","eulogy","l",140.6321194,140.678026,45.90651316,203.9344377,194.3397952,191.5025026,420.7332702,393.9374189,396.3653992,1415.006629,1347.170622,1324.355219,2716.061809,2694.815132,2710.688915,"VlV","intervocalic","lateral","Degree","Young adult","male","south-west","liquid","l"
"Ogbomoso22","huge","j",143.2242179,143.2686192,44.40138158,215.0709236,218.8435356,223.8937056,393.0115374,403.7255629,356.6559721,2375.038819,2405.393274,2407.274665,2828.503813,3146.36639,2988.767916,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","new","j",144.63,144.6810988,51.09883229,231.4798244,234.5749599,234.5546223,467.0517487,478.5575734,476.2006158,1315.533101,1332.625406,1943.700408,2376.687887,2389.366472,2388.150312,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","music","j",145.85,145.9017057,51.70569904,149.3971103,158.1859567,172.8785717,439.0461226,366.4450342,399.181482,2158.829663,2202.668544,2222.821515,2909.244186,3022.153118,2914.999168,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso22","year","j",147.02,147.1566272,136.6271587,130.9495219,130.5750834,139.346868,255.4261129,267.4030466,308.8905505,1603.147408,2116.180608,2405.721017,2979.398342,3044.158001,3412.482818,"jV","prevocalic","palatal","Degree","Young adult","male","south-west","glide","j"
"Ogbomoso23","Newton","j",0.532378683,0.563986446,31.60776316,131.1004351,135.5053621,138.9278226,379.5940473,406.3356277,423.8773435,1293.32653,1958.063092,1873.931153,2283.65307,2272.494928,2172.982412,"jV","prevocalic","palatal","Degree","Young adult","female","south-west","glide","j"
"Ogbomoso23","runs","r",0.92,0.998283381,78.28338098,138.1761673,131.0203233,126.2701726,424.7971477,450.0953148,412.4053575,1567.699099,1591.949324,1502.334019,2446.345973,2311.360017,2207.910091,"rV","prevocalic","palatal","Degree","Young adult","female","south-west","liquid","r"
"Ogbomoso23","floor","l",3.84,3.881637776,41.63777602,100.333399,99.90810255,102.8125489,379.1396272,344.0685856,386.1588831,1520.520617,1354.013366,1256.229921,2485.146369,2410.92914,2460.871986,"lV","prevocalic","lateral","Degree","Young adult","female","south-west","liquid","l"
"Ogbomoso23","new","j",4.78,4.8359055,55.90549985,122.0426601,125.9758879,128.913307,361.4496864,369.4582402,382.1197906,1246.133827,1638.939112,1243.257651,2451.638189,2305.436301,2177.082664,"jV","prevocalic","palatal","Degree","Young adult","female","south-west","glide","j"
"Ogbomoso23","from","r",5.4,5.43,30,99.62432091,96.15689108,92.47556746,492.0213962,488.2029446,501.1040889,1193.644107,1192.154245,1173.684791,2543.802034,2448.627135,2389.946413,"rV","prevocalic","palatal","Degree","Young adult","female","south-west","liquid","r"
"Ogbomoso23","Europe","j",5.63,5.681144901,51.14490132,100.4969256,101.5810797,101.9419985,343.5554155,317.7989767,315.2916483,1523.898756,1615.01226,1506.789628,2410.81608,2346.183948,2231.606994,"jV","prevocalic","palatal","Degree","Young adult","female","south-west","glide","j"
"Ogbomoso23","Europe","r",5.725546283,5.769195099,43.64881579,97.85018518,95.39192825,95.33371306,345.669593,370.0407224,362.8796755,985.6065431,926.1814165,945.5009283,2422.347205,2140.22577,2566.664219,"VrV","intervocalic","palatal","Degree","Young adult","female","south-west","liquid","r"
"Ogbomoso23","music","j",6.74,6.783321711,43.32171053,121.1508049,125.5890935,129.248982,310.0985677,300.9072964,299.8233568,819.9307876,855.6849316,891.3073867,2186.400847,2178.103257,2197.193785,"jV","prevocalic","palatal","Degree","Young adult","female","south-west","glide","j"
"Ogbomoso23","quest","w",8.67,8.73,60,124.2631532,123.3103408,123.6212011,433.425228,447.2616096,439.3213639,1331.79624,1419.690403,1446.091597,2364.765909,2377.716838,2339.847097,"wV","prevocalic","bilabial","Degree","Young adult","female","south-west","glide","w"
"Ogbomoso23","quite","w",9.23,9.28,50,127.1224138,126.9175549,127.3769466,580.8945796,621.3446119,637.1190843,1233.522798,1307.092044,1354.403056,2071.252979,2255.709621,2466.718326,"wV","prevocalic","bilabial","Degree","Young adult","female","south-west","glide","w"
"Ogbomoso23","quickly","w",9.62,9.65,30,115.4319174,114.925019,125.2964054,324.4413259,331.7950825,337.7662756,1432.255503,1363.613923,1287.929507,2281.383881,2271.461294,2264.600674,"wV","prevocalic","bilabial","Degree","Young adult","female","south-west","glide","w"
"Ogbomoso23","quickly","l",9.83,9.88,50,116.8386903,115.5435927,116.3514158,285.427688,286.4337894,297.0470373,2035.231136,2103.792088,2023.95402,2577.811512,2569.222054,2455.778459,"lV","prevocalic","lateral","Degree","Young adult","female","south-west","liquid","l"
"Ogbomoso23","bridge","r",11.95642641,12.01286885,56.44243421,115.2225554,117.0329595,120.8064964,1394.228808,286.2916833,326.7023213,2185.161235,1562.086874,1449.90394,3459.444053,2516.577802,2517.742083,"rV","prevocalic","palatal","Degree","Young adult","female","south-west","liquid","r"
"Ogbomoso23","lyrics","l",12.44,12.47,30,106.9145003,107.1313003,107.2818162,352.3728719,355.6442819,340.659456,1826.169063,1726.288677,1667.009661,2144.315739,2366.635166,2387.541506,"lV","prevocalic","lateral","Degree","Young adult","female","south-west","liquid","l"
